"subject","condition","term","mode","question","q","response","correct","rt_s","num_o","score_TRI","score_ORTH","score_SATISFICE","score_TV_max","score_TV_start","score_TV_end","score_TV_duration","score_REF","score_BOTH","score_ABS","score_niceABS","score_TVERSKY","tv_type","top_score","top_type","range","interpretation","score_SCALED"
"23WXV","121","winter22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,24.269,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"23WXV","121","winter22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,18.661,1,1,NA,-0.0769230769230769,0.5,-0.0714285714285714,1,NA,NA,1,1,1,1,"score_TV_end",1,"score_TRI",1.07692307692308,"both tri + orth",0
"23WXV","121","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"A",TRUE,50.705,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"34FAZ","121","winter22","asynch","Which shift(s) start at 11 am?",1,"",FALSE,22.324,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"34FAZ","121","winter22","asynch","Which shift(s) start at the same time as D?",2,"",FALSE,17.01,0,0,NA,0,0,0,0,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"34FAZ","121","winter22","asynch","Which shift(s) begin when C ends?",3,"",FALSE,25.125,0,0,NA,0,0,0,NA,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"34FAZ","121","winter22","asynch","Which shift(s) end at 4 pm?",4,"",FALSE,73.537,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"34FAZ","121","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"Z",FALSE,86.557,1,-0.0769230769230769,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,-0.0714285714285714,0,0,-0.0833333333333333,"score_TV_max",-0.0769230769230769,"score_TRI",0.0064102564102564,"?",0
"JHTYA","111","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,31.048,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"JHTYA","111","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,32.468,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"JHTYA","111","winter22","asynch","Which shift(s) begin when C ends?",3,"A",FALSE,10.884,1,-0.0833333333333333,-0.1,NA,0.166666666666667,-0.0833333333333333,-0.0833333333333333,0.333333333333333,0,-0.0769230769230769,0,0,0.333333333333333,"score_TV_duration",0.333333333333333,"score_TVERSKY",0.433333333333333,"?",0
"JHTYA","111","winter22","asynch","Which shift(s) end at 4 pm?",4,"DE",FALSE,16.003,2,-0.142857142857143,-0.166666666666667,NA,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,-0.153846153846154,0,0,-0.142857142857143,"score_TV_start",-0.142857142857143,"score_TRI",0.0238095238095238,"?",0
"JHTYA","111","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,70.792,1,1,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0.5,1,1,-0.0769230769230769,"score_TV_start",1,"score_TRI",1.07692307692308,"?",0
"853JQ","111","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,18.271,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"853JQ","111","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,11.17,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"853JQ","111","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,29.245,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"853JQ","111","winter22","asynch","Which shift(s) end at 4 pm?",4,"",FALSE,0.368,0,0,0,NA,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"853JQ","111","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,91.534,1,-0.0909090909090909,1,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0.5,0,0,0.5,"score_TV_end",1,"score_ORTH",1.09090909090909,"?",0
"A3QHP","111","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,18.792,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"A3QHP","111","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,14.545,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"A3QHP","111","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,17.635,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"A3QHP","111","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,73.15,1,-0.0714285714285714,1,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_start",1,"score_ORTH",1.07142857142857,"Orthogonal",-1
"A3QHP","111","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"",FALSE,44.198,0,0,0,NA,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"EBSH0","111","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,12.432,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"EBSH0","111","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,8.785,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"EBSH0","111","winter22","asynch","Which shift(s) begin when C ends?",3,"C",FALSE,5.899,1,0,0,NA,0,0,0,0,1,-0.0769230769230769,0,0,0,"score_TV_max",0,"score_TRI",0,"reference",0
"EBSH0","111","winter22","asynch","Which shift(s) end at 4 pm?",4,"DE",FALSE,9.959,2,-0.142857142857143,-0.166666666666667,NA,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,-0.153846153846154,0,0,-0.142857142857143,"score_TV_start",-0.142857142857143,"score_TRI",0.0238095238095238,"?",0
"EBSH0","111","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,11.513,1,1,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0.5,1,1,-0.0769230769230769,"score_TV_start",1,"score_TRI",1.07692307692308,"?",0
"DMJ14","121","winter22","asynch","Which shift(s) start at 11 am?",1,"X",FALSE,14.898,1,-0.0714285714285714,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0119047619047619,"?",0
"DMJ14","121","winter22","asynch","Which shift(s) start at the same time as D?",2,"J",FALSE,6.591,1,-0.0833333333333333,NA,-0.0769230769230769,0.333333333333333,-0.0833333333333333,-0.0769230769230769,1,0,-0.0714285714285714,0,0,1,"score_TV_duration",1,"score_TVERSKY",1.08333333333333,"?",0
"DMJ14","121","winter22","asynch","Which shift(s) begin when C ends?",3,"O",FALSE,12.381,1,-0.0769230769230769,NA,-0.0909090909090909,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,0,0,-0.0769230769230769,"score_TV_start",-0.0769230769230769,"score_TRI",0.013986013986014,"?",0
"DMJ14","121","winter22","asynch","Which shift(s) end at 4 pm?",4,"BDEG",FALSE,17.378,4,-0.285714285714286,NA,-0.307692307692308,0.269230769230769,0.785714285714286,-0.285714285714286,NA,0,-0.285714285714286,0,0,0.785714285714286,"score_TV_start",0.785714285714286,"score_TVERSKY",1.09340659340659,"?",0
"DMJ14","121","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"A",TRUE,9.204,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"05EWA","121","winter22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,42.008,1,1,NA,-0.0833333333333333,0.5,1,-0.0714285714285714,NA,NA,1,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"both tri + orth",0
"05EWA","121","winter22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,8.873,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"05EWA","121","winter22","asynch","Which shift(s) begin when C ends?",3,"",FALSE,10.296,0,0,NA,0,0,0,NA,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"05EWA","121","winter22","asynch","Which shift(s) end at 4 pm?",4,"B",FALSE,5.089,1,-0.0714285714285714,NA,-0.0769230769230769,0.5,1,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,1,"score_TV_start",1,"score_TVERSKY",1.07692307692308,"Tversky",0.5
"05EWA","121","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"DJ",FALSE,56.565,2,-0.153846153846154,NA,-0.153846153846154,-0.166666666666667,-0.166666666666667,NA,NA,0,-0.142857142857143,0,0,-0.166666666666667,"score_TV_max",-0.153846153846154,"score_TRI",0.0128205128205128,"?",0
"TAEHJ","121","winter22","asynch","Which shift(s) start at 11 am?",1,"",FALSE,108.269,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"TAEHJ","121","winter22","asynch","Which shift(s) start at the same time as D?",2,"",FALSE,17.081,0,0,NA,0,0,0,0,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"TAEHJ","121","winter22","asynch","Which shift(s) begin when C ends?",3,"O",FALSE,72.924,1,-0.0769230769230769,NA,-0.0909090909090909,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,0,0,-0.0769230769230769,"score_TV_start",-0.0769230769230769,"score_TRI",0.013986013986014,"?",0
"TAEHJ","121","winter22","asynch","Which shift(s) end at 4 pm?",4,"D",FALSE,16.339,1,-0.0714285714285714,NA,-0.0769230769230769,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0054945054945055,"?",0
"TAEHJ","121","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"A",TRUE,19.931,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"RDYS7","111","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,23.117,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"RDYS7","111","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,11.221,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"RDYS7","111","winter22","asynch","Which shift(s) begin when C ends?",3,"JO",FALSE,36.827,2,-0.166666666666667,-0.1,NA,0.333333333333333,1,-0.166666666666667,-0.181818181818182,0,-0.153846153846154,0,0,1,"score_TV_start",1,"score_TVERSKY",1.16666666666667,"?",0
"RDYS7","111","winter22","asynch","Which shift(s) end at 4 pm?",4,"B",FALSE,11.311,1,-0.0714285714285714,-0.0833333333333333,NA,0.5,1,-0.0714285714285714,NA,NA,-0.0769230769230769,0,0,1,"score_TV_start",1,"score_TVERSKY",1.08333333333333,"Tversky",0.5
"RDYS7","111","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"X",FALSE,21.532,1,-0.0909090909090909,-0.0769230769230769,NA,0.333333333333333,1,-0.0833333333333333,NA,0,-0.0769230769230769,0,0,1,"score_TV_start",1,"score_TVERSKY",1.09090909090909,"?",0
"19SNU","111","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,17.75,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"19SNU","111","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,11.44,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"19SNU","111","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,16.147,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"19SNU","111","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,49.681,1,-0.0714285714285714,1,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_start",1,"score_ORTH",1.07142857142857,"Orthogonal",-1
"19SNU","111","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,64.707,1,-0.0909090909090909,1,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0.5,0,0,0.5,"score_TV_end",1,"score_ORTH",1.09090909090909,"?",0
"3QO3J","111","fall17","lab-synch","starttime",1,"F",TRUE,17.607,1,1,-0.0833333333333333,NA,0.5,1,-0.0714285714285714,NA,NA,0.5,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"Triangular",1
"3QO3J","111","fall17","lab-synch","starts",2,"E",FALSE,16.269,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"3QO3J","111","fall17","lab-synch","meets",3,"K",FALSE,17.232,1,-0.0833333333333333,-0.1,NA,-0.125,-0.0833333333333333,-0.0833333333333333,-0.0909090909090909,0,-0.0769230769230769,0,0,-0.0833333333333333,"score_TV_start",-0.0833333333333333,"score_TRI",0.0166666666666667,"?",0
"3QO3J","111","fall17","lab-synch","endtime",4,"B",FALSE,22.597,1,-0.0714285714285714,-0.0833333333333333,NA,0.5,1,-0.0714285714285714,NA,NA,-0.0769230769230769,0,0,1,"score_TV_start",1,"score_TVERSKY",1.08333333333333,"Tversky",0.5
"3QO3J","111","fall17","lab-synch","midpoint",5,"J",FALSE,10.35,1,-0.0909090909090909,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,-0.0769230769230769,0,0,-0.0769230769230769,"score_TV_start",-0.0769230769230769,"score_TVERSKY",0.013986013986014,"?",0
"M675E","121","fall17","lab-synch","starttime",1,"",FALSE,25.885,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"M675E","121","fall17","lab-synch","starts",2,"K",TRUE,62.392,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"M675E","121","fall17","lab-synch","meets",3,"F",TRUE,32.925,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"M675E","121","fall17","lab-synch","endtime",4,"H",TRUE,20.972,1,1,NA,-0.0769230769230769,0.5,-0.0714285714285714,1,NA,NA,1,1,1,1,"score_TV_end",1,"score_TRI",1.07692307692308,"both tri + orth",0
"M675E","121","fall17","lab-synch","midpoint",5,"A",TRUE,15.895,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"R8PM2","111","fall17","lab-synch","starttime",1,"A",FALSE,17.154,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"R8PM2","111","fall17","lab-synch","starts",2,"E",FALSE,11.655,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"R8PM2","111","fall17","lab-synch","meets",3,"Z",FALSE,17.04,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"R8PM2","111","fall17","lab-synch","endtime",4,"U",FALSE,44.879,1,-0.0714285714285714,1,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_start",1,"score_ORTH",1.07142857142857,"Orthogonal",-1
"R8PM2","111","fall17","lab-synch","midpoint",5,"F",FALSE,78.645,1,-0.0909090909090909,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,-0.0769230769230769,0,0,-0.0769230769230769,"score_TV_start",-0.0769230769230769,"score_TVERSKY",0.013986013986014,"?",0
"JFFAY","111","fall17","lab-synch","starttime",1,"A",FALSE,13.167,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"JFFAY","111","fall17","lab-synch","starts",2,"D",FALSE,27.797,1,0,0,NA,0,0,0,0,1,-0.0769230769230769,0,0,0,"score_TV_max",0,"score_TRI",0,"reference",0
"JFFAY","111","fall17","lab-synch","meets",3,"Z",FALSE,61.005,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"JFFAY","111","fall17","lab-synch","endtime",4,"U",FALSE,99.7,1,-0.0714285714285714,1,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_start",1,"score_ORTH",1.07142857142857,"Orthogonal",-1
"JFFAY","111","fall17","lab-synch","midpoint",5,"U",FALSE,186.786,1,-0.0909090909090909,1,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0.5,0,0,0.5,"score_TV_end",1,"score_ORTH",1.09090909090909,"?",0
"HKSU4","121","fall17","lab-synch","starttime",1,"F",TRUE,56.086,1,1,NA,-0.0833333333333333,0.5,1,-0.0714285714285714,NA,NA,1,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"both tri + orth",0
"HKSU4","121","fall17","lab-synch","starts",2,"EX",FALSE,29.754,2,-0.166666666666667,NA,-0.153846153846154,0.233333333333333,-0.166666666666667,0.923076923076923,-0.153846153846154,0,-0.142857142857143,0,0,0.923076923076923,"score_TV_end",0.923076923076923,"score_TVERSKY",1.08974358974359,"?",0
"HKSU4","121","fall17","lab-synch","meets",3,"",FALSE,59.59,0,0,NA,0,0,0,NA,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"HKSU4","121","fall17","lab-synch","endtime",4,"K",FALSE,39.838,1,-0.0714285714285714,NA,-0.0769230769230769,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0054945054945055,"?",0
"HKSU4","121","fall17","lab-synch","midpoint",5,"HKUZ",FALSE,30.787,4,-0.307692307692308,NA,0.769230769230769,-0.333333333333333,-0.333333333333333,NA,NA,0,-0.285714285714286,0,0,-0.333333333333333,"score_TV_max",0.769230769230769,"score_SATISFICE",1.1025641025641,"?",0
"FUV6R","121","fall17","lab-synch","starttime",1,"I",FALSE,67.765,1,-0.0714285714285714,NA,0.333333333333333,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",0.333333333333333,"score_SATISFICE",0.404761904761905,"?",0
"FUV6R","121","fall17","lab-synch","starts",2,"E",FALSE,58.757,1,-0.0833333333333333,NA,-0.0769230769230769,0.333333333333333,-0.0833333333333333,1,-0.0769230769230769,0,-0.0714285714285714,0,0,1,"score_TV_end",1,"score_TVERSKY",1.08333333333333,"?",0
