"subject","condition","term","mode","question","q","response","correct","rt_s","num_o","pretty_condition","SHAPE","SCALE","pretty_mode","IMPASSE","score_TRI","score_ORTH","score_BOTH","score_SAT_left","score_SAT_right","score_TV_max","score_TV_start","score_TV_end","score_TV_duration","score_REF","score_ABS","score_niceABS","score_TVERSKY","tv_type","score_SATISFICE","sat_type","top_score","top_type","range","int2","interpretation","high_interpretation","override","score_SCALED","score_STATE"
"1L782","113","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"H",FALSE,69.468,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0,0,-0.0769230769230769,"score_TV_start",NA,NA,-0.0769230769230769,"score_TVERSKY",0.013986013986014,"?","?","neg.trans","",-0.5,"unknown"
"1L782","113","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,17.81,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"1L782","113","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"",FALSE,61.026,0,"Tri-Isosceles","TRI","isosceles","online-replication","none",0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,"score_TRI",0,"blank","blank","neutral","",0,"unknown"
"1L782","113","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"I",FALSE,108.314,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0666666666666667,-0.0714285714285714,-0.0625,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,-0.0666666666666667,"score_TRI",0.00476190476190476,"?","?","neg.trans","",-0.5,"unknown"
"1L782","113","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,35.879,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"1L782","113","winter22","asynch","Which shift(s) end at the same time as F?",10,"Z",FALSE,12.822,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0625,-0.0625,-0.0625,NA,NA,0.333333333333333,-0.0625,-0.0625,1,0,0,0,1,"score_TV_duration",NA,NA,1,"score_TVERSKY",1.0625,"Tversky","Tversky","pos.trans","",0.5,"tri-like"
"1L782","113","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,11.199,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"1L782","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,16.728,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"1L782","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,124.694,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",0.433333333333333,1,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"1L782","113","winter22","asynch","Which shift(s) end at 3pm?",14,"O",FALSE,21.66,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0588235294117647,-0.0588235294117647,-0.0625,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,-0.0588235294117647,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
"1L782","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"",FALSE,79.785,0,"Tri-Isosceles","TRI","isosceles","online-replication","none",0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,"score_TV_max",NA,NA,0,"score_TRI",0,"blank","blank","neutral","",0,"unknown"
"100LQ","113","winter22","asynch","Which shift(s) start at 11 am?",1,"EH",FALSE,128.792,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.153846153846154,-0.166666666666667,-0.153846153846154,NA,NA,-0.166666666666667,-0.153846153846154,-0.142857142857143,NA,0,0,0,-0.142857142857143,"score_TV_end",NA,NA,-0.142857142857143,"score_TVERSKY",0.0238095238095238,"?","?","neg.trans","",-0.5,"unknown"
"100LQ","113","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,19.308,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"100LQ","113","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,44.11,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",0,1,0.5,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"100LQ","113","winter22","asynch","Which shift(s) end at 4 pm?",4,"DJ",FALSE,34.888,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.142857142857143,-0.166666666666667,-0.153846153846154,NA,NA,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,0,0,-0.142857142857143,"score_TV_start",NA,NA,-0.142857142857143,"score_TRI",0.0238095238095238,"?","?","neg.trans","",-0.5,"unknown"
"100LQ","113","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,18.691,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,-0.0769230769230769,0.5,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular","",1,"tri-like"
"100LQ","113","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,7.712,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"100LQ","113","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,23.123,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"100LQ","113","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,59.534,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"100LQ","113","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,77.68,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"100LQ","113","winter22","asynch","Which shift(s) end at the same time as F?",10,"B",FALSE,27.947,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0625,-0.0625,-0.0625,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,-0.0625,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
"100LQ","113","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,16.63,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"100LQ","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,13.718,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"100LQ","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,55.42,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",0.433333333333333,1,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"100LQ","113","winter22","asynch","Which shift(s) end at 3pm?",14,"AF",FALSE,81.025,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.117647058823529,-0.117647058823529,-0.125,NA,NA,-0.142857142857143,NA,-0.117647058823529,-0.133333333333333,0,0,0,-0.117647058823529,"score_TV_end",NA,NA,-0.117647058823529,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
"100LQ","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,34.666,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.125,1,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"JAD4Q","113","winter22","asynch","Which shift(s) start at 11 am?",1,"CF",FALSE,30.917,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",0.923076923076923,-0.166666666666667,0.423076923076923,NA,NA,1,0.923076923076923,0.928571428571429,NA,0,0,0,1,"score_TV_max",NA,NA,1,"score_TVERSKY",1.16666666666667,"Tversky","Tversky","pos.trans","",0.5,"tri-like"
"JAD4Q","113","winter22","asynch","Which shift(s) start at the same time as D?",2,"AK",FALSE,41.839,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",0.916666666666667,-0.166666666666667,0.423076923076923,NA,NA,0.5,1,-0.153846153846154,-0.153846153846154,0,0,0,1,"score_TV_start",NA,NA,1,"score_TVERSKY",1.16666666666667,"Tversky","Tversky","pos.trans","",0.5,"tri-like"
"JAD4Q","113","winter22","asynch","Which shift(s) begin when C ends?",3,"A",FALSE,12.887,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0833333333333333,-0.1,-0.0769230769230769,NA,NA,0.166666666666667,-0.0833333333333333,-0.0833333333333333,0.333333333333333,0,0,0,0.333333333333333,"score_TV_duration",NA,NA,0.333333333333333,"score_TVERSKY",0.433333333333333,"Tversky","Tversky","pos.trans","?",0.5,"tri-like"
"JAD4Q","113","winter22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,14.615,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,-0.0833333333333333,0.5,NA,NA,0.5,-0.0714285714285714,1,NA,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"JAD4Q","113","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,23.645,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,-0.0769230769230769,0.5,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular","",1,"tri-like"
"JAD4Q","113","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,37.686,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"JAD4Q","113","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"IJ",FALSE,62.078,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.125,-0.133333333333333,-0.142857142857143,NA,NA,0.25,-0.125,0.5,-0.125,0,0,0,0.5,"score_TV_end",NA,NA,0.5,"score_TVERSKY",0.633333333333333,"Tversky","Tversky","pos.trans","",0.5,"tri-like"
"JAD4Q","113","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"G",TRUE,35.382,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,-0.0714285714285714,0.5,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.07142857142857,"Triangular","Triangular","triangular","",1,"tri-like"
"JAD4Q","113","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"EI",FALSE,43.802,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",0.933333333333333,0.933333333333333,0.941176470588235,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.933333333333333,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
"JAD4Q","113","winter22","asynch","Which shift(s) end at the same time as F?",10,"E",TRUE,13.643,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,-0.0625,0.5,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular","",1,"tri-like"
"JAD4Q","113","winter22","asynch","Which shift(s) start at 12pm?",11,"LM",TRUE,28.879,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,-0.125,0.5,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular","",1,"tri-like"
"JAD4Q","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"G",TRUE,14.408,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,-0.0625,0.5,NA,NA,0.5,1,NA,-0.0625,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular","",1,"tri-like"
"JAD4Q","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"EF",TRUE,33.594,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,0.433333333333333,0.666666666666667,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular","",1,"tri-like"
"JAD4Q","113","winter22","asynch","Which shift(s) end at 3pm?",14,"X",TRUE,11.354,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,-0.0588235294117647,0.5,NA,NA,0.25,NA,1,-0.0666666666666667,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular","",1,"tri-like"
"JAD4Q","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"KX",TRUE,16.907,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,-0.133333333333333,0.5,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"5380A","113","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,58.398,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5380A","113","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,20.043,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5380A","113","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,15.784,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",0,1,0.5,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5380A","113","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,66.554,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0714285714285714,1,0.5,NA,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_start",NA,NA,1,"score_ORTH",1.07142857142857,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5380A","113","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,60.799,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0909090909090909,1,0.5,NA,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0,0,0.5,"score_TV_end",NA,NA,1,"score_ORTH",1.09090909090909,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5380A","113","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,5.462,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"5380A","113","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,28.073,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5380A","113","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,31.805,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5380A","113","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,17.432,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"5380A","113","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,47.729,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0625,1,0.5,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5380A","113","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,8.782,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5380A","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,9.534,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5380A","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,23.863,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",0.433333333333333,1,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5380A","113","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,30.032,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0588235294117647,1,0.5,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5380A","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,35.656,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.125,1,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"PBAU4","113","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,17.382,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"PBAU4","113","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,18.406,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
